[2019-10-13 10:04:43] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 10:31:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 10:31:01] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:00:57] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:00:57] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:00:57] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:00:57] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:00:57] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:00:57] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:01:06] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:01:06] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:01:06] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:01:06] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:01:06] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:01:06] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:06:38] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:06:38] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:06:38] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:06:38] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:06:38] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:06:38] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:06:59] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:06:59] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:06:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:06:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:06:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:06:59] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:14:34] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:14:34] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:14:34] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:14:34] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:14:34] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:14:34] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:14:44] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:14:44] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:14:44] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:14:44] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:14:44] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:14:44] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:15:42] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:15:42] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:15:42] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:15:42] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:15:42] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:15:42] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:15:49] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:15:49] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:15:49] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:15:49] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:15:49] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:15:49] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:16:07] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> load.. [] []
[2019-10-13 11:16:07] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'KAIN MERAH', detail_pesanan_jenis_print = 'BUNGA', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '1123', detail_pesanan_nama_warna = 'MERAH', detail_pesanan_ukuran = 'XS', detail_pesanan_sisi_kanan = '30', detail_pesanan_sisi_kiri = '30', detail_pesanan_sisi_blkng = '30', detail_pesanan_qty = , detail_pesanan_satuan = 'PS', detail_pesanan_jenis_packing = 'PT', detail_pesanan_qty_packing = , detail_pesanan_keterangan = '1 BK KANAN' WHERE detail_pesanan_key = '0000000001' [] []
[2019-10-13 11:16:07] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'KAIN MERAH', detail_pesanan_jenis_print = 'BUNGA', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '1123', detail_pesanan_nama_warna = 'MERAH', detail_pesanan_ukuran = 'S', detail_pesanan_sisi_kanan = '30', detail_pesanan_sisi_kiri = '30', detail_pesanan_sisi_blkng = '30', detail_pesanan_qty = , detail_pesanan_satuan = 'PS', detail_pesanan_jenis_packing = 'PT', detail_pesanan_qty_packing = , detail_pesanan_keterangan = '1 BK KANAN' WHERE detail_pesanan_key = '0000000002' [] []
[2019-10-13 11:16:07] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update detail_pesanan -> sql_detail : UPDATE detail_pesanan SET upd_tms = NOW(), detail_pesanan_nama_barang = 'KAIN MERAH', detail_pesanan_jenis_print = 'BUNGA', detail_pesanan_warna = 2, detail_pesanan_detail_kain = '1123', detail_pesanan_nama_warna = 'MERAH', detail_pesanan_ukuran = 'M', detail_pesanan_sisi_kanan = '30', detail_pesanan_sisi_kiri = '30', detail_pesanan_sisi_blkng = '30', detail_pesanan_qty = , detail_pesanan_satuan = 'PS', detail_pesanan_jenis_packing = 'PT', detail_pesanan_qty_packing = , detail_pesanan_keterangan = '1 BK KANAN' WHERE detail_pesanan_key = '' [] []
[2019-10-13 11:16:07] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> select_detail : SELECT detail_pesanan_qty, detail_pesanan_qty_packing FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:16:07] RabbitPrint.WARNING:  | | | proses_lihat_pesanan.php -> update ke detail_pesanan -> BERHASIL [] []
[2019-10-13 11:16:10] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:16:10] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:16:10] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:16:10] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:16:10] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:16:10] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:16:29] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-10-13 11:16:29] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-10-13 11:16:29] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:16:29] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-10-13 11:17:08] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> membuka halaman [] []
[2019-10-13 11:17:08] RabbitPrint.WARNING:  | | | daftar_surat_)jalan.php -> sel_daftar_surat_jalan : SELECT * FROM surat_jalan ORDER BY surat_jalan_id DESC [] []
[2019-10-13 11:17:08] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_plg -> SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:17:08] RabbitPrint.WARNING:  | | | daftar_surat_jalan.php -> sel_user -> SELECT nama FROM s_user WHERE username = 'superuser' [] []
[2019-10-13 11:17:11] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> membuka halaman [] []
[2019-10-13 11:17:11] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> sel_pesanan : SELECT psn.*, plg.pelanggan_nama	FROM pesanan psn JOIN pelanggan plg ON plg.pelanggan_id = psn.pesanan_pelanggan_id ORDER BY psn.pesanan_id DESC [] []
[2019-10-13 11:17:11] RabbitPrint.WARNING:  | | | daftar_pesanan.php -> jml. pesanan : 0 [] []
[2019-10-13 11:17:15] RabbitPrint.WARNING:  | | | data_pelanggan.php -> sel_pelanggan : SELECT * FROM pelanggan [] []
[2019-10-13 11:17:15] RabbitPrint.WARNING:  | | | data_pelanggan.php -> jml. pelanggan : 1 [] []
[2019-10-13 11:17:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> load [] []
[2019-10-13 11:17:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_psn : SELECT * FROM pesanan WHERE pesanan_no_pesanan = 'PSN/20191001/001' [] []
[2019-10-13 11:17:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_plg : SELECT pelanggan_nama FROM pelanggan WHERE pelanggan_id = 4 [] []
[2019-10-13 11:17:15] RabbitPrint.WARNING:  | | | lihat_pesanan.php -> sel_detailpsn : SELECT * FROM detail_pesanan WHERE detail_pesanan_no_pesanan = 'PSN/20191001/001' [] []
